,,each results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,final results,,,,,,,,,,,
,,5fold_1,,,,,,5fold_2,,,,,,5fold_3,,,,,,5fold_4,,,,,,5fold_5,,,,,,Hits@1,,Hits@5,,Hits@10,,Hits@50,,MR,,MRR,
,,H@1,H@5,H@10,H@50,MR,MRR,H@1,H@5,H@10,H@50,MR,MRR,H@1,H@5,H@10,H@50,MR,MRR,H@1,H@5,H@10,H@50,MR,MRR,H@1,H@5,H@10,H@50,MR,MRR,avg.,std.,avg.,std.,avg.,std.,avg.,std.,avg.,std.,avg.,std.
EN-FR,TransH,0.24933,0.46962,0.56419,0.77886,196.928,0.356,0.27352,0.50695,0.60714,0.82619,125.896,0.386,0.25390,0.46838,0.56943,0.77629,176.183,0.359,0.25962,0.49267,0.59314,0.81210,126.308,0.373,0.26000,0.47229,0.57105,0.78600,162.989,0.365,0.25927,0.00910,0.48198,0.01710,0.58099,0.01834,0.79589,0.02210,157.661,31.247,0.368,0.012
,TransD,0.23524,0.43829,0.52886,0.71838,254.582,0.335,0.23876,0.45133,0.53714,0.73238,274.718,0.341,0.22314,0.42971,0.51657,0.70229,313.278,0.323,0.25314,0.48981,0.59895,0.80448,159.159,0.368,0.23276,0.43514,0.51686,0.69648,333.870,0.331,0.23661,0.01091,0.44886,0.02424,0.53968,0.03425,0.73080,0.04352,267.121,67.928,0.340,0.017
,ProjE,0.29333,0.51743,0.60095,0.72895,715.644,0.396,0.27410,0.49743,0.59410,0.74086,681.115,0.379,0.30086,0.49848,0.56286,0.68010,793.200,0.392,0.29286,0.51495,0.60305,0.73657,694.340,0.395,0.31133,0.53324,0.61067,0.73943,700.670,0.413,0.29450,0.01364,0.51231,0.01487,0.59433,0.01856,0.72518,0.02562,716.994,44.374,0.395,0.012
,ConvE,0.25648,0.47467,0.55752,0.70162,697.865,0.359,0.27381,0.48533,0.57076,0.70800,675.344,0.374,0.27990,0.50000,0.58305,0.71429,713.251,0.382,0.28743,0.50724,0.58867,0.72838,684.813,0.389,0.27752,0.49533,0.58200,0.72305,680.559,0.380,0.27503,0.01150,0.49251,0.01276,0.57640,0.01239,0.71507,0.01087,690.366,15.270,0.377,0.012
,SimplE,0.06190,0.18867,0.27448,0.50305,446.873,0.131,0.05000,0.13838,0.19819,0.41257,539.575,0.101,0.06019,0.18438,0.27771,0.51571,526.388,0.129,0.04029,0.12724,0.19210,0.41257,485.192,0.091,0.04876,0.16276,0.24552,0.49390,489.290,0.114,0.05223,0.00889,0.16029,0.02722,0.23760,0.04079,0.46756,0.05079,497.464,36.697,0.113,0.017
,RotatE,0.34476,0.63086,0.74400,0.90819,68.500,0.476,0.34752,0.62467,0.72781,0.90200,67.016,0.475,0.33933,0.61619,0.72819,0.89914,80.247,0.467,0.34086,0.62133,0.73219,0.90933,57.872,0.471,0.35238,0.63343,0.73895,0.90400,72.594,0.481,0.34497,0.00525,0.62530,0.00700,0.73423,0.00706,0.90453,0.00425,69.246,8.172,0.474,0.005
EN-DE,TransH,0.47114,0.65400,0.72505,0.87067,65.873,0.558,0.48876,0.67048,0.73914,0.87686,59.548,0.575,0.46124,0.64400,0.71343,0.86152,58.556,0.549,0.47867,0.66362,0.73457,0.87371,57.148,0.566,0.48714,0.66695,0.73533,0.86933,66.682,0.572,0.47739,0.01147,0.65981,0.01076,0.72950,0.01038,0.87042,0.00576,61.561,4.398,0.564,0.011
,TransD,0.49743,0.68343,0.75162,0.88343,68.842,0.585,0.50352,0.68171,0.74790,0.87895,73.150,0.588,0.47486,0.64876,0.71457,0.86010,80.013,0.558,0.47219,0.65524,0.72181,0.86810,69.048,0.560,0.46571,0.64390,0.70848,0.85095,82.865,0.551,0.48274,0.01667,0.66261,0.01867,0.72888,0.01968,0.86831,0.01333,74.784,6.394,0.568,0.017
,ProjE,0.55648,0.67971,0.71610,0.76429,898.766,0.612,0.55514,0.66838,0.70467,0.75876,938.531,0.607,0.53514,0.65581,0.69410,0.75495,923.084,0.591,0.56152,0.67610,0.71257,0.76543,933.744,0.615,0.55371,0.66505,0.70362,0.75619,954.134,0.605,0.55240,0.01009,0.66901,0.00942,0.70621,0.00857,0.75992,0.00473,929.652,20.567,0.606,0.009
,ConvE,0.54000,0.65095,0.69000,0.74857,905.608,0.592,0.54057,0.64371,0.68010,0.74200,938.406,0.589,0.53905,0.64314,0.67781,0.73857,928.107,0.587,0.54419,0.65010,0.68848,0.74771,915.845,0.594,0.51990,0.63067,0.66648,0.72838,971.231,0.571,0.53674,0.00961,0.64371,0.00812,0.68057,0.00946,0.74105,0.00819,931.839,25.262,0.586,0.009
,SimplE,0.02124,0.06324,0.09876,0.27114,434.710,0.051,0.01448,0.04705,0.08057,0.22219,603.800,0.039,0.02105,0.06714,0.11057,0.28790,464.615,0.054,0.03295,0.10324,0.15981,0.37686,359.717,0.078,0.01990,0.07019,0.10657,0.27229,440.500,0.052,0.02192,0.00675,0.07017,0.02053,0.11126,0.02949,0.28608,0.05643,460.668,89.126,0.055,0.014
,RotatE,0.62524,0.80552,0.86038,0.94467,31.573,0.707,0.61771,0.79733,0.85257,0.93943,35.476,0.700,0.62152,0.79495,0.84924,0.94048,30.857,0.700,0.61105,0.77895,0.83714,0.93190,37.057,0.689,0.60429,0.78200,0.83971,0.93333,37.657,0.686,0.61596,0.00837,0.79175,0.01107,0.84781,0.00952,0.93796,0.00528,34.524,3.134,0.696,0.008
D-W,TransH,0.42067,0.62333,0.70505,0.85057,123.221,0.516,0.44095,0.65152,0.73171,0.87800,90.158,0.539,0.45771,0.66286,0.74210,0.88600,85.535,0.554,0.45971,0.66486,0.74467,0.88390,85.577,0.556,0.42571,0.63486,0.71362,0.85781,123.350,0.523,0.44095,0.01786,0.64749,0.01801,0.72743,0.01748,0.87126,0.01606,101.568,19.914,0.538,0.018
,TransD,0.40933,0.61695,0.69981,0.84267,158.995,0.507,0.39543,0.60000,0.68238,0.82562,163.043,0.492,0.37476,0.57505,0.65343,0.80114,177.153,0.470,0.37248,0.57267,0.65048,0.79676,200.006,0.467,0.39505,0.59429,0.67267,0.81895,158.555,0.489,0.38941,0.01554,0.59179,0.01839,0.67175,0.02055,0.81703,0.01870,171.550,17.607,0.485,0.017
,ProjE,0.39543,0.53257,0.57600,0.64410,"1,115.581",0.459,0.38381,0.53476,0.58305,0.66048,"1,026.218",0.453,0.42695,0.56581,0.61295,0.69752,855.588,0.492,0.40000,0.55733,0.60924,0.69600,874.888,0.472,0.38467,0.51886,0.56238,0.64133,"1,139.524",0.447,0.39817,0.01752,0.54187,0.01923,0.58872,0.02177,0.66789,0.02736,"1,002.360",132.281,0.464,0.018
,ConvE,0.37467,0.53695,0.58895,0.67152,"1,055.379",0.449,0.35276,0.50733,0.55924,0.65171,"1,036.472",0.425,0.36171,0.52029,0.57400,0.66800,979.964,0.435,0.37829,0.53914,0.59181,0.67848,"1,003.591",0.452,0.38743,0.54162,0.59248,0.67724,"1,005.986",0.459,0.37097,0.01374,0.52907,0.01475,0.58130,0.01444,0.66939,0.01076,"1,016.278",29.674,0.444,0.014
,SimplE,0.03533,0.11438,0.17419,0.37390,524.009,0.082,0.03152,0.10390,0.15190,0.32752,612.620,0.074,0.03695,0.11010,0.15924,0.36705,439.048,0.081,0.03724,0.12229,0.18362,0.38810,468.088,0.087,0.04895,0.14133,0.20962,0.42667,405.037,0.103,0.03800,0.00653,0.11840,0.01446,0.17571,0.02265,0.37665,0.03587,489.760,81.374,0.085,0.011
,RotatE,0.50086,0.74619,0.82924,0.93695,55.530,0.611,0.48743,0.72848,0.81410,0.92781,53.564,0.597,0.48267,0.72219,0.80971,0.93400,50.169,0.592,0.47790,0.72210,0.80705,0.93029,61.867,0.588,0.50371,0.74933,0.82848,0.93229,56.597,0.613,0.49051,0.01131,0.73366,0.01318,0.81772,0.01048,0.93227,0.00349,55.545,4.298,0.600,0.011
D-Y,TransH,0.73114,0.85695,0.89190,0.95533,28.422,0.788,0.75838,0.87133,0.91048,0.96705,29.296,0.810,0.75590,0.86438,0.90048,0.96248,21.310,0.807,0.75981,0.88086,0.91390,0.96981,14.789,0.814,0.73571,0.85724,0.89810,0.96438,14.159,0.792,0.74819,0.01365,0.86615,0.01013,0.90297,0.00906,0.96381,0.00549,21.595,7.204,0.802,0.012
,TransD,0.77076,0.88600,0.91905,0.97114,22.972,0.824,0.75210,0.86810,0.90867,0.96590,26.191,0.806,0.78495,0.88638,0.91752,0.96838,19.431,0.831,0.79038,0.89514,0.92933,0.97733,18.785,0.838,0.76438,0.87905,0.91800,0.97352,9.540,0.817,0.77251,0.01549,0.88293,0.01007,0.91851,0.00734,0.97125,0.00444,19.384,6.254,0.823,0.013
,ProjE,0.00657,0.00990,0.01133,0.01848,"4,998.126",0.009,0.00705,0.01114,0.01257,0.01895,"5,085.684",0.010,0.00467,0.00714,0.00838,0.01400,"5,132.086",0.007,0.00657,0.01067,0.01229,0.01943,"5,009.069",0.009,0.00457,0.00752,0.00914,0.01619,"5,168.026",0.007,0.00589,0.00117,0.00927,0.00183,0.01074,0.00189,0.01741,0.00228,"5,078.598",74.529,0.008,0.001
,ConvE,0.01038,0.01810,0.02171,0.03038,"5,002.420",0.015,0.00914,0.01743,0.02019,0.02905,"4,941.111",0.013,0.00819,0.01562,0.01867,0.02733,"4,963.513",0.012,0.00924,0.01657,0.01990,0.02857,"5,023.855",0.013,0.00800,0.01676,0.01981,0.02829,"5,018.082",0.012,0.00899,0.00095,0.01690,0.00093,0.02006,0.00109,0.02872,0.00112,"4,989.796",35.988,0.013,0.001
,SimplE,0.07990,0.19476,0.26810,0.49333,283.662,0.143,0.07971,0.18705,0.25667,0.46743,325.409,0.139,0.05981,0.15257,0.21600,0.41705,472.694,0.113,0.11410,0.26352,0.35514,0.60343,175.846,0.195,0.09971,0.22867,0.30514,0.52114,324.116,0.167,0.08665,0.02085,0.20531,0.04231,0.28021,0.05258,0.50048,0.06915,316.345,106.531,0.151,0.031
,RotatE,0.94848,0.98410,0.99076,0.99629,2.665,0.964,0.92476,0.97800,0.98790,0.99743,2.671,0.948,0.94248,0.98152,0.98876,0.99638,5.873,0.960,0.93248,0.98029,0.98819,0.99657,2.705,0.954,0.92714,0.97857,0.98800,0.99876,2.063,0.950,0.93507,0.01013,0.98050,0.00245,0.98872,0.00119,0.99709,0.00104,3.195,1.521,0.955,0.007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
